Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
07/01/2020,ProShares UltraPro Short QQQ,SQQQ,182.255,189.1,-3.61978,-6.845,6052.85,1103162038.2362
06/30/2020,ProShares UltraPro Short QQQ,SQQQ,189.1,201,-5.92040,-11.9,5824.85,1101478991.284
06/29/2020,ProShares UltraPro Short QQQ,SQQQ,201,208.1025,-3.41298,-7.1025,5550.85,1115720697.24
06/26/2020,ProShares UltraPro Short QQQ,SQQQ,208.1025,193.6025,7.48957,14.5,5608.85,1167215548.9671
06/25/2020,ProShares UltraPro Short QQQ,SQQQ,193.6025,199.5275,-2.96952,-5.925,5930.85,1148227239.9871
06/24/2020,ProShares UltraPro Short QQQ,SQQQ,199.5275,188.0875,6.08228,11.44,6092.85,1215690976.7341
06/23/2020,ProShares UltraPro Short QQQ,SQQQ,188.0875,192.625,-2.35561,-4.5375,6094.85,1146364956.4285
06/22/2020,ProShares UltraPro Short QQQ,SQQQ,192.625,199.9475,-3.66221,-7.3225,5630.85,1084642334.855
06/19/2020,ProShares UltraPro Short QQQ,SQQQ,199.9475,199.8225,0.06256,0.125,5338.85,1067489558.4149
06/18/2020,ProShares UltraPro Short QQQ,SQQQ,199.8225,201.6075,-0.88538,-1.785,5298.85,1058829302.2599
06/17/2020,ProShares UltraPro Short QQQ,SQQQ,201.6075,203.6375,-0.99687,-2.03,5298.85,1068287748.1533
06/16/2020,ProShares UltraPro Short QQQ,SQQQ,203.6375,215.0275,-5.29700,-11.39,5060.85,1030578687.1105
06/15/2020,ProShares UltraPro Short QQQ,SQQQ,215.0275,222.9025,-3.53293,-7.875,4982.85,1071449614.9541
06/12/2020,ProShares UltraPro Short QQQ,SQQQ,222.9025,228.31,-2.36849,-5.4075,4994.85,1113364382.7191
06/11/2020,ProShares UltraPro Short QQQ,SQQQ,228.31,198.5575,14.98432,29.7525,5412.85,1235807609.9844
06/10/2020,ProShares UltraPro Short QQQ,SQQQ,198.5575,206.4475,-3.82179,-7.89,5538.85,1099780057.9713
06/09/2020,ProShares UltraPro Short QQQ,SQQQ,206.4475,210.65,-1.99502,-4.2025,5224.85,1078657063.4749
06/08/2020,ProShares UltraPro Short QQQ,SQQQ,210.65,215.76,-2.36837,-5.11,5224.85,1100614492.406
06/05/2020,ProShares UltraPro Short QQQ,SQQQ,215.76,229.695,-6.06674,-13.935,5238.85,1130334112.0224
06/04/2020,ProShares UltraPro Short QQQ,SQQQ,229.695,224.6,2.26848,5.095,5120.85,1176233466.1818
06/03/2020,ProShares UltraPro Short QQQ,SQQQ,224.6,228.0175,-1.49879,-3.4175,5132.85,1152837939.304
06/02/2020,ProShares UltraPro Short QQQ,SQQQ,228.0175,232.26,-1.82662,-4.2425,5000.85,1140281141.5817
06/01/2020,ProShares UltraPro Short QQQ,SQQQ,232.26,235.4925,-1.37266,-3.2325,4920.85,1142916444.4824
05/29/2020,ProShares UltraPro Short QQQ,SQQQ,235.4925,246.3875,-4.42190,-10.895,4728.85,1113608529.6507
05/28/2020,ProShares UltraPro Short QQQ,SQQQ,246.3875,244.51,0.76786,1.8775,4738.85,1167593217.1205
05/27/2020,ProShares UltraPro Short QQQ,SQQQ,244.51,248.6725,-1.67389,-4.1625,4598.85,1124464627.6724
05/26/2020,ProShares UltraPro Short QQQ,SQQQ,248.6725,246.825,0.74851,1.8475,4724.85,1174940072.6339
05/22/2020,ProShares UltraPro Short QQQ,SQQQ,246.825,249.685,-1.14544,-2.86,4774.85,1178552163.663
05/21/2020,ProShares UltraPro Short QQQ,SQQQ,249.685,241.5275,3.37746,8.1575,4844.85,1209686182.4894
05/20/2020,ProShares UltraPro Short QQQ,SQQQ,241.5275,257.285,-6.12453,-15.7575,4856.85,1173062654.8141
05/19/2020,ProShares UltraPro Short QQQ,SQQQ,257.285,254.62,1.04666,2.665,4688.85,1206370576.7134
05/18/2020,ProShares UltraPro Short QQQ,SQQQ,254.62,270.525,-5.87931,-15.905,4482.85,1141423073.4888
05/15/2020,ProShares UltraPro Short QQQ,SQQQ,270.525,275.9275,-1.95794,-5.4025,4382.85,1185670290.651
05/14/2020,ProShares UltraPro Short QQQ,SQQQ,275.9275,284.95,-3.16634,-9.0225,4376.85,1207693068.6701
05/13/2020,ProShares UltraPro Short QQQ,SQQQ,284.95,274.7925,3.69643,10.1575,4592.85,1308732390.938
05/12/2020,ProShares UltraPro Short QQQ,SQQQ,274.7925,259.2125,6.01051,15.58,4804.85,1320336534.7827
05/11/2020,ProShares UltraPro Short QQQ,SQQQ,259.2125,266.0525,-2.57092,-6.84,4718.85,1223184708.6235
05/08/2020,ProShares UltraPro Short QQQ,SQQQ,266.0525,277.1375,-3.99982,-11.085,4554.85,1211829027.4251
05/07/2020,ProShares UltraPro Short QQQ,SQQQ,277.1375,288.48,-3.93182,-11.3425,4516.85,1251788306.2505
05/06/2020,ProShares UltraPro Short QQQ,SQQQ,288.48,293.9775,-1.87004,-5.4975,4360.85,1258017788.7552
05/05/2020,ProShares UltraPro Short QQQ,SQQQ,293.9775,303.95,-3.28097,-9.9725,4026.85,1183803072.4521
05/04/2020,ProShares UltraPro Short QQQ,SQQQ,303.95,316.5875,-3.99179,-12.6375,4026.85,1223960826.498
05/01/2020,ProShares UltraPro Short QQQ,SQQQ,316.5875,289.41,9.39066,27.1775,4070.85,1288779983.7685
04/30/2020,ProShares UltraPro Short QQQ,SQQQ,289.41,291.135,-0.59251,-1.725,4160.85,1204191378.5484
04/29/2020,ProShares UltraPro Short QQQ,SQQQ,291.135,325.4425,-10.54180,-34.3075,4116.85,1198558903.4874
04/28/2020,ProShares UltraPro Short QQQ,SQQQ,325.4425,308.6775,5.43123,16.765,3822.85,1244117613.7887
04/27/2020,ProShares UltraPro Short QQQ,SQQQ,308.6775,314.2125,-1.76155,-5.535,3704.85,1143603601.2801
04/24/2020,ProShares UltraPro Short QQQ,SQQQ,314.2125,330.88,-5.03732,-16.6675,3704.85,1164109941.8235
04/23/2020,ProShares UltraPro Short QQQ,SQQQ,330.88,328.2675,0.79584,2.6125,3726.85,1233139876.5312
04/22/2020,ProShares UltraPro Short QQQ,SQQQ,328.2675,362.045,-9.32964,-33.7775,3640.85,1195172477.8917
04/21/2020,ProShares UltraPro Short QQQ,SQQQ,362.045,325.82,11.11810,36.225,3534.85,1279774493.0958
04/20/2020,ProShares UltraPro Short QQQ,SQQQ,325.82,314.515,3.59442,11.305,3738.85,1218191859.3768
04/17/2020,ProShares UltraPro Short QQQ,SQQQ,314.515,322.7575,-2.55377,-8.2425,3738.85,1175924168.7186
04/16/2020,ProShares UltraPro Short QQQ,SQQQ,322.7575,342.545,-5.77661,-19.7875,3774.85,1218360903.5793
04/15/2020,ProShares UltraPro Short QQQ,SQQQ,342.545,331.09,3.45978,11.455,3766.85,1290315372.9158
04/14/2020,ProShares UltraPro Short QQQ,SQQQ,331.09,380.3475,-12.95066,-49.2575,3918.85,1297491794.8716
04/13/2020,ProShares UltraPro Short QQQ,SQQQ,380.3475,393.88,-3.43569,-13.5325,3532.85,1343710376.3109
04/09/2020,ProShares UltraPro Short QQQ,SQQQ,393.88,395.2625,-0.34977,-1.3825,3548.85,1397820738.6512
04/08/2020,ProShares UltraPro Short QQQ,SQQQ,395.2625,423.7425,-6.72106,-28.48,3364.85,1329998722.7255
04/07/2020,ProShares UltraPro Short QQQ,SQQQ,423.7425,418.885,1.15963,4.8575,3368.85,1427524599.0807
04/06/2020,ProShares UltraPro Short QQQ,SQQQ,418.885,537.4275,-22.05739,-118.5425,3066.85,1284657143.8974
04/03/2020,ProShares UltraPro Short QQQ,SQQQ,537.4275,515.6825,4.21674,21.745,2642.85,1420339859.9301
04/02/2020,ProShares UltraPro Short QQQ,SQQQ,515.6825,548.8975,-6.05122,-33.215,2662.85,1373184753.2063
04/01/2020,ProShares UltraPro Short QQQ,SQQQ,548.8975,487.6,12.57127,61.2975,2706.85,1485782780.7129
03/31/2020,ProShares UltraPro Short QQQ,SQQQ,487.6,474.2,2.82581,13.4,2912.85,1420305289.424
03/30/2020,ProShares UltraPro Short QQQ,SQQQ,474.2,538.2475,-11.89927,-64.0475,2884.85,1367995509.608
03/27/2020,ProShares UltraPro Short QQQ,SQQQ,538.2475,481.8875,11.69568,56.36,2580.85,1389135651.3069
03/26/2020,ProShares UltraPro Short QQQ,SQQQ,481.8875,581.3675,-17.11138,-99.48,2548.85,1228258588.1405
03/25/2020,ProShares UltraPro Short QQQ,SQQQ,581.3675,564.28,3.02820,17.0875,2156.85,1253922050.5357
03/24/2020,ProShares UltraPro Short QQQ,SQQQ,564.28,736.78,-23.41269,-172.5,1806.85,1019568889.1472
03/23/2020,ProShares UltraPro Short QQQ,SQQQ,736.78,740.8475,-0.54903,-4.0675,1534.85,1130846223.0472
03/20/2020,ProShares UltraPro Short QQQ,SQQQ,740.8475,661.3075,12.02769,79.54,1882.85,1394904152.3309
03/19/2020,ProShares UltraPro Short QQQ,SQQQ,661.3075,694.5075,-4.78037,-33.2,1924.85,1272917238.7813
03/18/2020,ProShares UltraPro Short QQQ,SQQQ,694.5075,620.5375,11.92031,73.97,1932.85,1342378293.5493
03/17/2020,ProShares UltraPro Short QQQ,SQQQ,620.5375,770.7675,-19.49096,-150.23,2068.85,1283798535.2665
03/16/2020,ProShares UltraPro Short QQQ,SQQQ,770.7675,563.7775,36.71484,206.99,2060.85,1588435616.5917
03/13/2020,ProShares UltraPro Short QQQ,SQQQ,563.7775,808.6275,-30.27970,-244.85,2150.85,1212600407.4041
03/12/2020,ProShares UltraPro Short QQQ,SQQQ,808.6275,632.895,27.76645,175.7325,2190.85,1771580943.8181
03/11/2020,ProShares UltraPro Short QQQ,SQQQ,632.895,559.4525,13.12757,73.4425,2330.85,1475182829.7498
03/10/2020,ProShares UltraPro Short QQQ,SQQQ,559.4525,666.31,-16.03720,-106.8575,2254.85,1261481044.4411
03/09/2020,ProShares UltraPro Short QQQ,SQQQ,666.31,552.96,20.49877,113.35,2398.85,1598377237.1044
03/06/2020,ProShares UltraPro Short QQQ,SQQQ,552.96,527.0175,4.92251,25.9425,2470.85,1366280795.7504
03/05/2020,ProShares UltraPro Short QQQ,SQQQ,527.0175,482.1075,9.31535,44.91,2590.85,1365422889.3417
03/04/2020,ProShares UltraPro Short QQQ,SQQQ,482.1075,550.225,-12.37994,-68.1175,2512.85,1211463464.9733
03/03/2020,ProShares UltraPro Short QQQ,SQQQ,550.225,501.9825,9.61039,48.2425,2464.85,1356221673.079
03/02/2020,ProShares UltraPro Short QQQ,SQQQ,501.9825,588.84,-14.75061,-86.8575,2480.85,1245342903.6183
02/28/2020,ProShares UltraPro Short QQQ,SQQQ,588.84,593.995,-0.86785,-5.155,2544.85,1498509026.4816
02/27/2020,ProShares UltraPro Short QQQ,SQQQ,593.995,517.3825,14.80771,76.6125,2442.85,1451040234.3138
02/26/2020,ProShares UltraPro Short QQQ,SQQQ,517.3825,524.275,-1.31467,-6.8925,2456.85,1271130801.9143
02/25/2020,ProShares UltraPro Short QQQ,SQQQ,524.275,485.0025,8.09738,39.2725,2520.85,1321618235.301
02/24/2020,ProShares UltraPro Short QQQ,SQQQ,485.0025,434.3275,11.66746,50.675,2450.85,1188668008.5231
02/21/2020,ProShares UltraPro Short QQQ,SQQQ,434.3275,411.015,5.67193,23.3125,2538.85,1102692043.2861
02/20/2020,ProShares UltraPro Short QQQ,SQQQ,411.015,399.6725,2.83795,11.3425,2516.85,1034462790.3786
02/19/2020,ProShares UltraPro Short QQQ,SQQQ,399.6725,411.4375,-2.85949,-11.765,2538.85,1014708222.8739
02/18/2020,ProShares UltraPro Short QQQ,SQQQ,411.4375,412.255,-0.19830,-0.8175,2540.85,1045400659.1825
02/14/2020,ProShares UltraPro Short QQQ,SQQQ,412.255,415.755,-0.84184,-3.5,2514.85,1036759173.4362
02/13/2020,ProShares UltraPro Short QQQ,SQQQ,415.755,413.43,0.56237,2.325,2514.85,1045561145.7762
02/12/2020,ProShares UltraPro Short QQQ,SQQQ,413.43,426.17,-2.98942,-12.74,2434.85,1006639721.2932
02/11/2020,ProShares UltraPro Short QQQ,SQQQ,426.17,426.2475,-0.01818,-0.0775,2440.85,1040216720.6108
02/10/2020,ProShares UltraPro Short QQQ,SQQQ,426.2475,442.5575,-3.68540,-16.31,2464.85,1050635826.4269
02/07/2020,ProShares UltraPro Short QQQ,SQQQ,442.5575,436.6025,1.36394,5.955,2480.85,1097918437.5313
02/06/2020,ProShares UltraPro Short QQQ,SQQQ,436.6025,447.915,-2.52559,-11.3125,2474.85,1080525365.3071
02/05/2020,ProShares UltraPro Short QQQ,SQQQ,447.915,452.79,-1.07666,-4.875,2474.85,1108522097.3346
02/04/2020,ProShares UltraPro Short QQQ,SQQQ,452.79,485.9225,-6.81847,-33.1325,2542.85,1151376707.3796
02/03/2020,ProShares UltraPro Short QQQ,SQQQ,485.9225,508.745,-4.48604,-22.8225,2530.85,1229796589.8239
01/31/2020,ProShares UltraPro Short QQQ,SQQQ,508.745,485.58,4.77058,23.165,2330.85,1185807896.6038
01/30/2020,ProShares UltraPro Short QQQ,SQQQ,485.58,491.1125,-1.12652,-5.5325,2280.85,1107534773.9592
01/29/2020,ProShares UltraPro Short QQQ,SQQQ,491.1125,492.785,-0.33940,-1.6725,2174.85,1068095647.3795
01/28/2020,ProShares UltraPro Short QQQ,SQQQ,492.785,516.7475,-4.63718,-23.9625,2178.85,1073704222.7334
01/27/2020,ProShares UltraPro Short QQQ,SQQQ,516.7475,486.465,6.22501,30.2825,2166.85,1119713927.6469
01/24/2020,ProShares UltraPro Short QQQ,SQQQ,486.465,474.66,2.48704,11.805,2152.85,1047285805.5366
01/23/2020,ProShares UltraPro Short QQQ,SQQQ,474.66,478.9,-0.88536,-4.24,2192.85,1040857820.2584
01/22/2020,ProShares UltraPro Short QQQ,SQQQ,478.9,482.28,-0.70084,-3.38,2168.85,1038661901.036
01/21/2020,ProShares UltraPro Short QQQ,SQQQ,482.28,481.105,0.24423,1.175,2138.85,1031524211.4672
01/17/2020,ProShares UltraPro Short QQQ,SQQQ,481.105,488.785,-1.57124,-7.68,2138.85,1029011063.6102
01/16/2020,ProShares UltraPro Short QQQ,SQQQ,488.785,503.41,-2.90519,-14.625,2138.85,1045437425.7734
01/15/2020,ProShares UltraPro Short QQQ,SQQQ,503.41,503.71,-0.05956,-0.3,2134.85,1074704455.9084
01/14/2020,ProShares UltraPro Short QQQ,SQQQ,503.71,497.5125,1.24570,6.1975,2086.85,1051166830.6804
01/13/2020,ProShares UltraPro Short QQQ,SQQQ,497.5125,515.3825,-3.46733,-17.87,2066.85,1028283332.5155
01/10/2020,ProShares UltraPro Short QQQ,SQQQ,515.3825,511.335,0.79156,4.0475,1996.85,1029141153.4343
01/09/2020,ProShares UltraPro Short QQQ,SQQQ,511.335,524.7825,-2.56249,-13.4475,1948.85,996514826.1354
01/08/2020,ProShares UltraPro Short QQQ,SQQQ,524.7825,536.6975,-2.22006,-11.915,1948.85,1022721976.2903
01/07/2020,ProShares UltraPro Short QQQ,SQQQ,536.6975,536.4,0.05546,0.2975,1950.85,1047015909.9849
01/06/2020,ProShares UltraPro Short QQQ,SQQQ,536.4,546.52,-1.85172,-10.12,1926.85,1033561932.336
01/03/2020,ProShares UltraPro Short QQQ,SQQQ,546.52,532.275,2.67625,14.245,1896.85,1036666046.6448
01/02/2020,ProShares UltraPro Short QQQ,SQQQ,532.275,559.085,-4.79534,-26.81,1896.85,1009645429.221
12/31/2019,ProShares UltraPro Short QQQ,SQQQ,559.085,563.465,-0.77733,-4.38,1896.85,1060499957.3454
12/30/2019,ProShares UltraPro Short QQQ,SQQQ,563.465,551.8425,2.10613,11.6225,1926.85,1085712107.0166
12/27/2019,ProShares UltraPro Short QQQ,SQQQ,551.8425,550.3025,0.27985,1.54,1926.85,1063317301.7247
12/26/2019,ProShares UltraPro Short QQQ,SQQQ,550.3025,565.4225,-2.67411,-15.12,1926.85,1060349953.8951
12/24/2019,ProShares UltraPro Short QQQ,SQQQ,565.4225,568.7225,-0.58025,-3.3,1898.85,1073652084.4039
12/23/2019,ProShares UltraPro Short QQQ,SQQQ,568.7225,572.0425,-0.58038,-3.32,1898.85,1079918286.8959
12/20/2019,ProShares UltraPro Short QQQ,SQQQ,572.0425,579.605,-1.30477,-7.5625,1898.85,1086222466.3727
12/19/2019,ProShares UltraPro Short QQQ,SQQQ,579.605,591.885,-2.07473,-12.28,1884.85,1092468043.7502
12/18/2019,ProShares UltraPro Short QQQ,SQQQ,591.885,592.75,-0.14593,-0.865,1852.85,1096673672.4174
12/17/2019,ProShares UltraPro Short QQQ,SQQQ,592.75,593.75,-0.16842,-1,1844.85,1093534387.01
12/16/2019,ProShares UltraPro Short QQQ,SQQQ,593.75,611.5,-2.90270,-17.75,1828.85,1085879236.25
12/13/2019,ProShares UltraPro Short QQQ,SQQQ,611.5,616,-0.73052,-4.5,1818.85,1112226310.26
12/12/2019,ProShares UltraPro Short QQQ,SQQQ,616,630.5,-2.29976,-14.5,1824.85,1124107131.84
12/11/2019,ProShares UltraPro Short QQQ,SQQQ,630.5,641.5,-1.71473,-11,1820.85,1148045445.82
12/10/2019,ProShares UltraPro Short QQQ,SQQQ,641.5,639.5,0.31274,2,1822.85,1169357787.46
12/09/2019,ProShares UltraPro Short QQQ,SQQQ,639.5,631.75,1.22675,7.75,1822.85,1165712088.98
12/06/2019,ProShares UltraPro Short QQQ,SQQQ,631.75,652.5,-3.18008,-20.75,1850.85,1169274007.37
12/05/2019,ProShares UltraPro Short QQQ,SQQQ,652.5,655.5,-0.45767,-3,1836.85,1198544129.1
12/04/2019,ProShares UltraPro Short QQQ,SQQQ,655.5,665.5,-1.50263,-10,1836.85,1204054676.82
12/03/2019,ProShares UltraPro Short QQQ,SQQQ,665.5,652.5,1.99234,13,1832.85,1219761169.22
12/02/2019,ProShares UltraPro Short QQQ,SQQQ,652.5,631.25,3.36634,21.25,1860.85,1214204129.1
11/29/2019,ProShares UltraPro Short QQQ,SQQQ,631.25,622,1.48714,9.25,1924.85,1215061082.75
11/27/2019,ProShares UltraPro Short QQQ,SQQQ,622,635.25,-2.08579,-13.25,1936.85,1204720227.28
11/26/2019,ProShares UltraPro Short QQQ,SQQQ,635.25,638.25,-0.47004,-3,1932.85,1227842479.71
11/25/2019,ProShares UltraPro Short QQQ,SQQQ,638.25,662,-3.58761,-23.75,1928.85,1231088027.43
11/22/2019,ProShares UltraPro Short QQQ,SQQQ,662,663.5,-0.22607,-1.5,1936.85,1282194196.88
11/21/2019,ProShares UltraPro Short QQQ,SQQQ,663.5,658.75,0.72106,4.75,1920.85,1274483470.74
11/20/2019,ProShares UltraPro Short QQQ,SQQQ,658.75,646.75,1.85543,12,1886.85,1242961936.85
11/19/2019,ProShares UltraPro Short QQQ,SQQQ,646.75,649,-0.34669,-2.25,1874.85,1212558745.97
11/18/2019,ProShares UltraPro Short QQQ,SQQQ,649,652,-0.46012,-3,1868.85,1212883156.76
11/15/2019,ProShares UltraPro Short QQQ,SQQQ,652,666,-2.10210,-14,1878.85,1225009704.48
11/14/2019,ProShares UltraPro Short QQQ,SQQQ,666,665.5,0.07513,0.5,1872.85,1247317593.84
11/13/2019,ProShares UltraPro Short QQQ,SQQQ,665.5,664.5,0.15049,1,1860.85,1238395169.22
11/12/2019,ProShares UltraPro Short QQQ,SQQQ,664.5,669.75,-0.78387,-5.25,1826.85,1213941319.98
11/11/2019,ProShares UltraPro Short QQQ,SQQQ,669.75,666.5,0.48762,3.25,1814.85,1215495278.49
11/08/2019,ProShares UltraPro Short QQQ,SQQQ,666.5,675.25,-1.29582,-8.75,1814.85,1209597018.46
11/07/2019,ProShares UltraPro Short QQQ,SQQQ,675.25,681.5,-0.91709,-6.25,1818.85,1228177949.31
11/06/2019,ProShares UltraPro Short QQQ,SQQQ,681.5,678.25,0.47917,3.25,1806.85,1231367757.06
11/05/2019,ProShares UltraPro Short QQQ,SQQQ,678.25,678,0.03687,0.25,1800.85,1221425997.03
11/04/2019,ProShares UltraPro Short QQQ,SQQQ,678,690.5,-1.81028,-12.5,1800.85,1220975784.72
11/01/2019,ProShares UltraPro Short QQQ,SQQQ,690.5,710.75,-2.84910,-20.25,1800.85,1243486400.22
10/31/2019,ProShares UltraPro Short QQQ,SQQQ,710.75,710.75,0.00000,0,1776.85,1262895597.33
10/30/2019,ProShares UltraPro Short QQQ,SQQQ,710.75,720.25,-1.31899,-9.5,1748.85,1242994597.33
10/29/2019,ProShares UltraPro Short QQQ,SQQQ,720.25,703.75,2.34458,16.5,1754.85,1263930165.11
10/28/2019,ProShares UltraPro Short QQQ,SQQQ,703.75,725.5,-2.99793,-21.75,1738.85,1223715152.65
10/25/2019,ProShares UltraPro Short QQQ,SQQQ,725.5,743,-2.35532,-17.5,1704.85,1236868123.62
10/24/2019,ProShares UltraPro Short QQQ,SQQQ,743,765,-2.87582,-22,1630.85,1211720985.32
10/23/2019,ProShares UltraPro Short QQQ,SQQQ,765,769.25,-0.55249,-4.25,1554.85,1189459668.6
10/22/2019,ProShares UltraPro Short QQQ,SQQQ,769.25,750.5,2.49833,18.75,1586.85,1220683777.87
10/21/2019,ProShares UltraPro Short QQQ,SQQQ,750.5,771.5,-2.72197,-21,1582.85,1187928354.62
10/18/2019,ProShares UltraPro Short QQQ,SQQQ,771.5,750.5,2.79813,21,1582.85,1221168188.66
10/17/2019,ProShares UltraPro Short QQQ,SQQQ,750.5,756.25,-0.76033,-5.75,1620.85,1216447354.62
10/16/2019,ProShares UltraPro Short QQQ,SQQQ,756.25,749.75,0.86696,6.5,1588.85,1201567237.75
10/15/2019,ProShares UltraPro Short QQQ,SQQQ,749.75,779.75,-3.84739,-30,1554.85,1165748217.69
10/14/2019,ProShares UltraPro Short QQQ,SQQQ,779.75,779.25,0.06416,0.5,1522.85,1187441694.89
10/11/2019,ProShares UltraPro Short QQQ,SQQQ,779.25,811.5,-3.97412,-32.25,1524.85,1188238770.27
10/10/2019,ProShares UltraPro Short QQQ,SQQQ,811.5,827.25,-1.90390,-15.75,1438.85,1167626158.26
10/09/2019,ProShares UltraPro Short QQQ,SQQQ,827.25,856,-3.35864,-28.75,1412.85,1168779533.79
10/08/2019,ProShares UltraPro Short QQQ,SQQQ,856,817.5,4.70948,38.5,1370.85,1173446949.44
10/07/2019,ProShares UltraPro Short QQQ,SQQQ,817.5,808.5,1.11317,9,1412.85,1155004253.7
10/04/2019,ProShares UltraPro Short QQQ,SQQQ,808.5,846.5,-4.48907,-38,1380.85,1116416610.54
10/03/2019,ProShares UltraPro Short QQQ,SQQQ,846.5,877.25,-3.50527,-30.75,1322.85,1119791881.66
10/02/2019,ProShares UltraPro Short QQQ,SQQQ,877.25,833.5,5.24895,43.75,1322.85,1160469495.79
10/01/2019,ProShares UltraPro Short QQQ,SQQQ,833.5,813,2.52153,20.5,1392.85,1160939841.54
09/30/2019,ProShares UltraPro Short QQQ,SQQQ,813,835.25,-2.66387,-22.25,1386.85,1127508432.12
09/27/2019,ProShares UltraPro Short QQQ,SQQQ,835.25,806.75,3.53269,28.5,1388.85,1160036327.71
09/26/2019,ProShares UltraPro Short QQQ,SQQQ,806.75,796.75,1.25510,10,1402.85,1131748624.37
09/25/2019,ProShares UltraPro Short QQQ,SQQQ,796.75,831.25,-4.15038,-34.5,1388.85,1106565631.97
09/24/2019,ProShares UltraPro Short QQQ,SQQQ,831.25,797.75,4.19931,33.5,1376.85,1144505930.75
09/23/2019,ProShares UltraPro Short QQQ,SQQQ,797.75,796.25,0.18838,1.5,1412.85,1127100481.21
09/20/2019,ProShares UltraPro Short QQQ,SQQQ,796.25,773.25,2.97446,23,1414.85,1126573707.35
09/19/2019,ProShares UltraPro Short QQQ,SQQQ,773.25,776.75,-0.45060,-3.5,1414.85,1094032174.83
09/18/2019,ProShares UltraPro Short QQQ,SQQQ,776.75,776.5,0.03220,0.25,1420.85,1103644647.17
09/17/2019,ProShares UltraPro Short QQQ,SQQQ,776.5,787.25,-1.36551,-10.75,1452.85,1128137434.86
09/16/2019,ProShares UltraPro Short QQQ,SQQQ,787.25,775.25,1.54789,12,1462.85,1151628064.19
09/13/2019,ProShares UltraPro Short QQQ,SQQQ,775.25,768,0.94401,7.25,1500.85,1163533373.31
09/12/2019,ProShares UltraPro Short QQQ,SQQQ,768,776.75,-1.12649,-8.75,1502.85,1154188216.32
09/11/2019,ProShares UltraPro Short QQQ,SQQQ,776.75,799,-2.78473,-22.25,1444.85,1122286647.17
09/10/2019,ProShares UltraPro Short QQQ,SQQQ,799,793.5,0.69313,5.5,1426.85,1140052542.76
09/09/2019,ProShares UltraPro Short QQQ,SQQQ,793.5,787.25,0.79390,6.25,1468.85,1165531871.94
09/06/2019,ProShares UltraPro Short QQQ,SQQQ,787.25,784,0.41454,3.25,1486.85,1170522064.19
09/05/2019,ProShares UltraPro Short QQQ,SQQQ,784,830.25,-5.57061,-46.25,1466.85,1150009804.16
09/04/2019,ProShares UltraPro Short QQQ,SQQQ,830.25,867.75,-4.32152,-37.5,1372.85,1139808081.51
09/03/2019,ProShares UltraPro Short QQQ,SQQQ,867.75,840.75,3.21142,27,1350.85,1172199428.01
08/30/2019,ProShares UltraPro Short QQQ,SQQQ,840.75,836.75,0.47804,4,1378.85,1159267498.53
08/29/2019,ProShares UltraPro Short QQQ,SQQQ,836.75,876,-4.48059,-39.25,1390.85,1163793101.57
08/28/2019,ProShares UltraPro Short QQQ,SQQQ,876,883.75,-0.87694,-7.75,1338.85,1172831934.24
08/27/2019,ProShares UltraPro Short QQQ,SQQQ,883.75,880.25,0.39761,3.5,1312.85,1160230515.85
08/26/2019,ProShares UltraPro Short QQQ,SQQQ,880.25,921,-4.42454,-40.75,1268.85,1116904543.51
08/23/2019,ProShares UltraPro Short QQQ,SQQQ,921,841.25,9.47994,79.75,1274.85,1174136150.04
08/22/2019,ProShares UltraPro Short QQQ,SQQQ,841.25,832.75,1.02071,8.5,1338.85,1126306923.15
08/21/2019,ProShares UltraPro Short QQQ,SQQQ,832.75,855.75,-2.68770,-23,1336.85,1113261204.61
08/20/2019,ProShares UltraPro Short QQQ,SQQQ,855.75,837.75,2.14861,18,1306.85,1118336237.13
08/19/2019,ProShares UltraPro Short QQQ,SQQQ,837.75,877.75,-4.55711,-40,1300.85,1089786450.81
08/16/2019,ProShares UltraPro Short QQQ,SQQQ,877.75,921.5,-4.74769,-43.75,1290.85,1133042920.41
08/15/2019,ProShares UltraPro Short QQQ,SQQQ,921.5,919,0.27203,2.5,1224.85,1128698574.66
08/14/2019,ProShares UltraPro Short QQQ,SQQQ,919,842.25,9.11250,76.75,1228.85,1129312451.56
08/13/2019,ProShares UltraPro Short QQQ,SQQQ,842.25,901.5,-6.57238,-59.25,1274.85,1073741772.39
08/12/2019,ProShares UltraPro Short QQQ,SQQQ,901.5,872.5,3.32378,29,1240.85,1118625589.86
08/09/2019,ProShares UltraPro Short QQQ,SQQQ,872.5,847.25,2.98023,25.25,1150.85,1004115961.9
08/08/2019,ProShares UltraPro Short QQQ,SQQQ,847.25,909.25,-6.81881,-62,1130.85,958112018.59
08/07/2019,ProShares UltraPro Short QQQ,SQQQ,909.25,920.5,-1.22216,-11.25,1110.85,1010039671.47
08/06/2019,ProShares UltraPro Short QQQ,SQQQ,920.5,962,-4.31393,-41.5,1126.85,1037264725.42
08/05/2019,ProShares UltraPro Short QQQ,SQQQ,962,867.75,10.86142,94.25,1138.85,1095572968.88
08/02/2019,ProShares UltraPro Short QQQ,SQQQ,867.75,832.75,4.20294,35,1146.85,995178428.01
08/01/2019,ProShares UltraPro Short QQQ,SQQQ,832.75,817.5,1.86544,15.25,1238.85,1031651704.61
