Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
03/15/2018,ProShares UltraPro Short QQQ,SQQQ,1544,1537,0.45543,7,290.35,448304923.92
03/14/2018,ProShares UltraPro Short QQQ,SQQQ,1537,1533,0.26093,4,291.85,448577953.41
03/13/2018,ProShares UltraPro Short QQQ,SQQQ,1533,1480,3.58108,53,291.85,447410541.69
03/12/2018,ProShares UltraPro Short QQQ,SQQQ,1480,1499,-1.26751,-19,291.85,431942336.4
03/09/2018,ProShares UltraPro Short QQQ,SQQQ,1499,1591,-5.78253,-92,278.85,418000542.07
03/08/2018,ProShares UltraPro Short QQQ,SQQQ,1591,1617,-1.60792,-26,269.85,429336011.63
03/07/2018,ProShares UltraPro Short QQQ,SQQQ,1617,1628,-0.67568,-11,266.85,431501187.81
03/06/2018,ProShares UltraPro Short QQQ,SQQQ,1628,1651,-1.39310,-23,258.35,420598570.04
03/05/2018,ProShares UltraPro Short QQQ,SQQQ,1651,1704,-3.11033,-53,256.35,423238687.43
03/02/2018,ProShares UltraPro Short QQQ,SQQQ,1704,1750,-2.62857,-46,258.85,441085392.72
03/01/2018,ProShares UltraPro Short QQQ,SQQQ,1750,1673,4.60251,77,261.85,458242627.5
02/28/2018,ProShares UltraPro Short QQQ,SQQQ,1673,1641,1.95003,32,273.35,457319451.89
02/27/2018,ProShares UltraPro Short QQQ,SQQQ,1641,1581,3.79507,60,269.35,442008158.13
02/26/2018,ProShares UltraPro Short QQQ,SQQQ,1581,1647,-4.00729,-66,266.85,421894482.33
02/23/2018,ProShares UltraPro Short QQQ,SQQQ,1647,1751,-5.93946,-104,256.85,423036775.71
02/22/2018,ProShares UltraPro Short QQQ,SQQQ,1751,1753,-0.11409,-2,256.85,449749480.43
02/21/2018,ProShares UltraPro Short QQQ,SQQQ,1753,1737,0.92113,16,254.35,445880686.29
02/20/2018,ProShares UltraPro Short QQQ,SQQQ,1737,1744,-0.40138,-7,242.35,420967039.41
02/16/2018,ProShares UltraPro Short QQQ,SQQQ,1744,1725,1.10145,19,233.35,406967509.92
02/15/2018,ProShares UltraPro Short QQQ,SQQQ,1725,1822,-5.32382,-97,221.85,382696304.25
02/14/2018,ProShares UltraPro Short QQQ,SQQQ,1822,1933,-5.74237,-111,221.35,403305038.46
02/13/2018,ProShares UltraPro Short QQQ,SQQQ,1933,1960,-1.37755,-27,219.85,424975713.69
02/12/2018,ProShares UltraPro Short QQQ,SQQQ,1960,2067,-5.17658,-107,219.85,430911742.8
02/09/2018,ProShares UltraPro Short QQQ,SQQQ,2067,2180,-5.18349,-113,217.85,450302006.31
02/08/2018,ProShares UltraPro Short QQQ,SQQQ,2180,1936,12.60331,244,218.35,476009387.4
02/07/2018,ProShares UltraPro Short QQQ,SQQQ,1936,1865,3.80697,71,221.85,429507272.48
02/06/2018,ProShares UltraPro Short QQQ,SQQQ,1865,2025,-7.90123,-160,235.35,438933214.45
02/05/2018,ProShares UltraPro Short QQQ,SQQQ,2025,1813,11.69333,212,242.35,490764683.25
02/02/2018,ProShares UltraPro Short QQQ,SQQQ,1813,1707,6.20972,106,243.35,441198862.09
02/01/2018,ProShares UltraPro Short QQQ,SQQQ,1707,1672,2.09330,35,249.85,426498951.51
01/31/2018,ProShares UltraPro Short QQQ,SQQQ,1672,1686,-0.83037,-14,245.85,411066098.96
01/30/2018,ProShares UltraPro Short QQQ,SQQQ,1686,1645,2.49240,41,243.35,410293039.98
01/29/2018,ProShares UltraPro Short QQQ,SQQQ,1645,1621,1.48057,24,243.35,400315569.85
01/26/2018,ProShares UltraPro Short QQQ,SQQQ,1621,1699,-4.59094,-78,243.35,394475099.53
01/25/2018,ProShares UltraPro Short QQQ,SQQQ,1699,1696,0.17689,3,244.35,415155628.07
01/24/2018,ProShares UltraPro Short QQQ,SQQQ,1696,1664,1.92308,32,245.85,416966569.28
01/23/2018,ProShares UltraPro Short QQQ,SQQQ,1664,1707,-2.51904,-43,244.35,406603275.52
01/22/2018,ProShares UltraPro Short QQQ,SQQQ,1707,1762,-3.12145,-55,246.35,420524451.51
01/19/2018,ProShares UltraPro Short QQQ,SQQQ,1762,1780,-1.01124,-18,247.85,436716862.66
01/18/2018,ProShares UltraPro Short QQQ,SQQQ,1780,1780,0.00000,0,249.85,444738215.4
01/17/2018,ProShares UltraPro Short QQQ,SQQQ,1780,1839,-3.20827,-59,249.85,444738215.4
01/16/2018,ProShares UltraPro Short QQQ,SQQQ,1839,1822,0.93304,17,245.85,452123538.27
01/12/2018,ProShares UltraPro Short QQQ,SQQQ,1822,1863,-2.20075,-41,245.35,447033038.46
01/11/2018,ProShares UltraPro Short QQQ,SQQQ,1863,1901,-1.99895,-38,245.35,457092508.59
01/10/2018,ProShares UltraPro Short QQQ,SQQQ,1901,1888,0.68856,13,247.35,470217919.93
01/09/2018,ProShares UltraPro Short QQQ,SQQQ,1888,1889,-0.05294,-1,245.35,463226331.84
01/08/2018,ProShares UltraPro Short QQQ,SQQQ,1889,1909,-1.04767,-20,242.85,458749184.77
01/05/2018,ProShares UltraPro Short QQQ,SQQQ,1909,1970,-3.09645,-61,235.35,449288743.37
01/04/2018,ProShares UltraPro Short QQQ,SQQQ,1970,1978,-0.40445,-8,229.35,451825272.1
01/03/2018,ProShares UltraPro Short QQQ,SQQQ,1978,2039,-2.99166,-61,229.35,453660095.54
01/02/2018,ProShares UltraPro Short QQQ,SQQQ,2039,2155,-5.38283,-116,227.35,463572624.27
12/29/2017,ProShares UltraPro Short QQQ,SQQQ,2155,2111,2.08432,44,225.85,486713064.15
12/28/2017,ProShares UltraPro Short QQQ,SQQQ,2111,2116,-0.23629,-5,226.35,477831035.23
12/27/2017,ProShares UltraPro Short QQQ,SQQQ,2116,2118,-0.09443,-2,226.35,478962799.88
12/26/2017,ProShares UltraPro Short QQQ,SQQQ,2118,2090,1.33971,28,227.35,481533505.74
12/22/2017,ProShares UltraPro Short QQQ,SQQQ,2090,2082,0.38425,8,233.35,487707623.7
12/21/2017,ProShares UltraPro Short QQQ,SQQQ,2082,2081,0.04805,1,237.35,494168800.26
12/20/2017,ProShares UltraPro Short QQQ,SQQQ,2081,2073,0.38591,8,238.85,497052947.33
12/19/2017,ProShares UltraPro Short QQQ,SQQQ,2073,2042,1.51812,31,242.35,502397623.89
12/18/2017,ProShares UltraPro Short QQQ,SQQQ,2042,2088,-2.20307,-46,249.85,510199683.06
12/15/2017,ProShares UltraPro Short QQQ,SQQQ,2088,2165,-3.55658,-77,249.35,520648917.84
12/14/2017,ProShares UltraPro Short QQQ,SQQQ,2165,2160,0.23148,5,249.35,539849093.45
12/13/2017,ProShares UltraPro Short QQQ,SQQQ,2160,2171,-0.50668,-11,235.85,509442328.8
12/12/2017,ProShares UltraPro Short QQQ,SQQQ,2171,2160,0.50926,11,233.85,507694711.03
12/11/2017,ProShares UltraPro Short QQQ,SQQQ,2160,2212,-2.35081,-52,233.85,505122328.8
12/08/2017,ProShares UltraPro Short QQQ,SQQQ,2212,2241,-1.29407,-29,228.35,505116681.16
12/07/2017,ProShares UltraPro Short QQQ,SQQQ,2241,2266,-1.10327,-25,228.35,511738916.13
12/06/2017,ProShares UltraPro Short QQQ,SQQQ,2266,2296,-1.30662,-30,225.35,510649739.38
12/05/2017,ProShares UltraPro Short QQQ,SQQQ,2296,2298,-0.08703,-2,224.85,516262327.28
12/04/2017,ProShares UltraPro Short QQQ,SQQQ,2298,2220,3.51351,78,227.85,523606033.14
12/01/2017,ProShares UltraPro Short QQQ,SQQQ,2220,2191,1.32360,29,231.35,513603504.6
11/30/2017,ProShares UltraPro Short QQQ,SQQQ,2191,2248,-2.53559,-57,231.35,506894269.63
11/29/2017,ProShares UltraPro Short QQQ,SQQQ,2248,2137,5.19420,111,232.35,522329386.64
11/28/2017,ProShares UltraPro Short QQQ,SQQQ,2137,2154,-0.78923,-17,243.35,520045211.41
11/27/2017,ProShares UltraPro Short QQQ,SQQQ,2154,2151,0.13947,3,243.35,524182211.22
11/24/2017,ProShares UltraPro Short QQQ,SQQQ,2151,2174,-1.05796,-23,243.35,523452152.43
11/22/2017,ProShares UltraPro Short QQQ,SQQQ,2174,2181,-0.32095,-7,244.35,531223269.82
11/21/2017,ProShares UltraPro Short QQQ,SQQQ,2181,2256,-3.32447,-75,244.35,532933740.33
11/20/2017,ProShares UltraPro Short QQQ,SQQQ,2256,2250,0.26667,6,243.35,549004210.08
11/17/2017,ProShares UltraPro Short QQQ,SQQQ,2250,2224,1.16906,26,249.35,561044092.5
11/16/2017,ProShares UltraPro Short QQQ,SQQQ,2224,2314,-3.88937,-90,248.85,553448916.32
11/15/2017,ProShares UltraPro Short QQQ,SQQQ,2314,2279,1.53576,35,248.35,574688680.02
11/14/2017,ProShares UltraPro Short QQQ,SQQQ,2279,2255,1.06430,24,251.85,573972827.47
11/13/2017,ProShares UltraPro Short QQQ,SQQQ,2255,2263,-0.35351,-8,251.85,567928357.15
11/10/2017,ProShares UltraPro Short QQQ,SQQQ,2263,2262,0.04421,1,251.85,569943180.59
11/09/2017,ProShares UltraPro Short QQQ,SQQQ,2262,2226,1.61725,36,257.35,582132327.66
11/08/2017,ProShares UltraPro Short QQQ,SQQQ,2226,2253,-1.19840,-27,257.35,572867622.18
11/07/2017,ProShares UltraPro Short QQQ,SQQQ,2253,2261,-0.35383,-8,251.35,566298151.29
11/06/2017,ProShares UltraPro Short QQQ,SQQQ,2261,2281,-0.87681,-20,251.35,568308974.73
11/03/2017,ProShares UltraPro Short QQQ,SQQQ,2281,2348,-2.85349,-67,250.85,572195533.33
11/02/2017,ProShares UltraPro Short QQQ,SQQQ,2348,2333,0.64295,15,249.35,585480679.64
11/01/2017,ProShares UltraPro Short QQQ,SQQQ,2333,2333,0.00000,0,251.85,587572885.69
10/31/2017,ProShares UltraPro Short QQQ,SQQQ,2333,2357,-1.01824,-24,259.35,605070385.69
10/30/2017,ProShares UltraPro Short QQQ,SQQQ,2357,2374,-0.71609,-17,259.35,611294856.01
10/27/2017,ProShares UltraPro Short QQQ,SQQQ,2374,2600,-8.69231,-226,254.35,603833855.82
10/26/2017,ProShares UltraPro Short QQQ,SQQQ,2600,2577,0.89251,23,250.35,650917618
10/25/2017,ProShares UltraPro Short QQQ,SQQQ,2577,2545,1.25737,32,253.35,652890500.61
10/24/2017,ProShares UltraPro Short QQQ,SQQQ,2545,2561,-0.62476,-16,250.35,637148206.85
10/23/2017,ProShares UltraPro Short QQQ,SQQQ,2561,2510,2.03187,51,250.35,641153853.73
10/20/2017,ProShares UltraPro Short QQQ,SQQQ,2510,2530,-0.79051,-20,244.85,614580854.3
10/19/2017,ProShares UltraPro Short QQQ,SQQQ,2530,2502,1.11910,28,244.85,619477912.9
10/18/2017,ProShares UltraPro Short QQQ,SQQQ,2502,2492,0.40128,10,242.35,606367030.86
10/17/2017,ProShares UltraPro Short QQQ,SQQQ,2492,2502,-0.39968,-10,242.35,603943501.56
10/16/2017,ProShares UltraPro Short QQQ,SQQQ,2502,2529,-1.06762,-27,242.35,606367030.86
10/13/2017,ProShares UltraPro Short QQQ,SQQQ,2529,2557,-1.09503,-28,242.35,612910559.97
10/12/2017,ProShares UltraPro Short QQQ,SQQQ,2557,2542,0.59009,15,237.35,606911442.01
10/11/2017,ProShares UltraPro Short QQQ,SQQQ,2542,2564,-0.85803,-22,237.35,603351148.06
10/10/2017,ProShares UltraPro Short QQQ,SQQQ,2564,2570,-0.23346,-6,237.35,608572912.52
10/09/2017,ProShares UltraPro Short QQQ,SQQQ,2570,2563,0.27312,7,237.35,609997030.1
10/06/2017,ProShares UltraPro Short QQQ,SQQQ,2563,2572,-0.34992,-9,237.35,608335559.59
10/05/2017,ProShares UltraPro Short QQQ,SQQQ,2572,2648,-2.87009,-76,237.35,610471735.96
10/04/2017,ProShares UltraPro Short QQQ,SQQQ,2648,2654,-0.22607,-6,234.35,620566558.64
10/03/2017,ProShares UltraPro Short QQQ,SQQQ,2654,2673,-0.71081,-19,234.35,621972676.22
10/02/2017,ProShares UltraPro Short QQQ,SQQQ,2673,2676,-0.11211,-3,229.35,613060381.89
09/29/2017,ProShares UltraPro Short QQQ,SQQQ,2676,2739,-2.30011,-63,226.85,607058440.68
09/28/2017,ProShares UltraPro Short QQQ,SQQQ,2739,2733,0.21954,6,225.35,617241675.27
09/27/2017,ProShares UltraPro Short QQQ,SQQQ,2733,2813,-2.84394,-80,223.85,611790057.69
09/26/2017,ProShares UltraPro Short QQQ,SQQQ,2813,2833,-0.70597,-20,223.85,629698292.09
09/25/2017,ProShares UltraPro Short QQQ,SQQQ,2833,2743,3.28108,90,234.85,665338350.69
09/22/2017,ProShares UltraPro Short QQQ,SQQQ,2743,2739,0.14604,4,237.85,652430586.99
09/21/2017,ProShares UltraPro Short QQQ,SQQQ,2739,2686,1.97319,53,237.85,651479175.27
09/20/2017,ProShares UltraPro Short QQQ,SQQQ,2686,2662,0.90158,24,245.35,659017969.98
09/19/2017,ProShares UltraPro Short QQQ,SQQQ,2662,2676,-0.52317,-14,245.35,653129499.66
09/18/2017,ProShares UltraPro Short QQQ,SQQQ,2676,2667,0.33746,9,242.35,648536440.68
09/15/2017,ProShares UltraPro Short QQQ,SQQQ,2667,2692,-0.92868,-25,240.85,642354764.31
09/14/2017,ProShares UltraPro Short QQQ,SQQQ,2692,2645,1.77694,47,240.85,648376087.56
09/13/2017,ProShares UltraPro Short QQQ,SQQQ,2645,2657,-0.45164,-12,239.85,634410999.85
09/12/2017,ProShares UltraPro Short QQQ,SQQQ,2657,2677,-0.74710,-20,239.85,637289235.01
09/11/2017,ProShares UltraPro Short QQQ,SQQQ,2677,2771,-3.39228,-94,236.35,632716793.61
09/08/2017,ProShares UltraPro Short QQQ,SQQQ,2771,2702,2.55366,69,236.35,654933969.03
09/07/2017,ProShares UltraPro Short QQQ,SQQQ,2702,2719,-0.62523,-17,234.85,634572616.86
09/06/2017,ProShares UltraPro Short QQQ,SQQQ,2719,2745,-0.94718,-26,234.85,638565116.67
09/05/2017,ProShares UltraPro Short QQQ,SQQQ,2745,2671,2.77050,74,236.85,650161292.85
09/01/2017,ProShares UltraPro Short QQQ,SQQQ,2671,2669,0.07493,2,237.35,633969676.03
08/31/2017,ProShares UltraPro Short QQQ,SQQQ,2669,2746,-2.80408,-77,227.35,606804970.17
08/30/2017,ProShares UltraPro Short QQQ,SQQQ,2746,2848,-3.58146,-102,220.85,606462145.78
08/29/2017,ProShares UltraPro Short QQQ,SQQQ,2848,2884,-1.24827,-36,214.35,610477144.64
08/28/2017,ProShares UltraPro Short QQQ,SQQQ,2884,2908,-0.82531,-24,211.35,609541850.12
08/25/2017,ProShares UltraPro Short QQQ,SQQQ,2908,2890,0.62284,18,211.35,614614320.44
08/24/2017,ProShares UltraPro Short QQQ,SQQQ,2890,2864,0.90782,26,210.35,607919967.7
08/23/2017,ProShares UltraPro Short QQQ,SQQQ,2864,2832,1.12994,32,210.35,602450791.52
08/22/2017,ProShares UltraPro Short QQQ,SQQQ,2832,2966,-4.51787,-134,208.85,591471497.76
08/21/2017,ProShares UltraPro Short QQQ,SQQQ,2966,2959,0.23657,7,206.35,612042790.38
08/18/2017,ProShares UltraPro Short QQQ,SQQQ,2959,2951,0.27109,8,212.85,629831819.87
08/17/2017,ProShares UltraPro Short QQQ,SQQQ,2951,2780,6.15108,171,212.85,628128996.43
08/16/2017,ProShares UltraPro Short QQQ,SQQQ,2780,2794,-0.50107,-14,212.85,591731145.4
08/15/2017,ProShares UltraPro Short QQQ,SQQQ,2794,2798,-0.14296,-4,212.85,594711086.42
08/14/2017,ProShares UltraPro Short QQQ,SQQQ,2798,2913,-3.94782,-115,212.85,595562498.14
08/11/2017,ProShares UltraPro Short QQQ,SQQQ,2913,2980,-2.24832,-67,208.35,606932085.09
08/10/2017,ProShares UltraPro Short QQQ,SQQQ,2980,2797,6.54272,183,212.85,634301731.4
08/09/2017,ProShares UltraPro Short QQQ,SQQQ,2797,2787,0.35881,10,216.35,605139145.21
08/08/2017,ProShares UltraPro Short QQQ,SQQQ,2787,2775,0.43243,12,216.35,602975615.91
08/07/2017,ProShares UltraPro Short QQQ,SQQQ,2775,2825,-1.76991,-50,216.35,600379380.75
08/04/2017,ProShares UltraPro Short QQQ,SQQQ,2825,2837,-0.42298,-12,216.35,611197027.25
08/03/2017,ProShares UltraPro Short QQQ,SQQQ,2837,2806,1.10478,31,216.35,613793262.41
08/02/2017,ProShares UltraPro Short QQQ,SQQQ,2806,2832,-0.91808,-26,208.35,584638321.58
08/01/2017,ProShares UltraPro Short QQQ,SQQQ,2832,2854,-0.77085,-22,200.85,568815497.76
07/31/2017,ProShares UltraPro Short QQQ,SQQQ,2854,2812,1.49360,42,197.85,564672262.22
07/28/2017,ProShares UltraPro Short QQQ,SQQQ,2812,2801,0.39272,11,197.85,556362439.16
07/27/2017,ProShares UltraPro Short QQQ,SQQQ,2801,2754,1.70661,47,197.85,554186056.93
07/26/2017,ProShares UltraPro Short QQQ,SQQQ,2754,2782,-1.00647,-28,197.85,544886969.22
07/25/2017,ProShares UltraPro Short QQQ,SQQQ,2782,2766,0.57845,16,198.85,553208851.26
07/24/2017,ProShares UltraPro Short QQQ,SQQQ,2766,2794,-1.00215,-28,196.85,544495204.38
07/21/2017,ProShares UltraPro Short QQQ,SQQQ,2794,2794,0.00000,0,196.85,550007086.42
07/20/2017,ProShares UltraPro Short QQQ,SQQQ,2794,2801,-0.24991,-7,189.35,529052086.42
07/19/2017,ProShares UltraPro Short QQQ,SQQQ,2801,2853,-1.82264,-52,189.35,530377556.93
07/18/2017,ProShares UltraPro Short QQQ,SQQQ,2853,2913,-2.05973,-60,184.85,527385409.29
07/17/2017,ProShares UltraPro Short QQQ,SQQQ,2913,2915,-0.06861,-2,185.35,539933085.09
07/14/2017,ProShares UltraPro Short QQQ,SQQQ,2915,2984,-2.31233,-69,175.85,512611290.95
07/13/2017,ProShares UltraPro Short QQQ,SQQQ,2984,3006,-0.73187,-22,174.35,520269143.12
07/12/2017,ProShares UltraPro Short QQQ,SQQQ,3006,3119,-3.62296,-113,174.35,524104907.58
07/11/2017,ProShares UltraPro Short QQQ,SQQQ,3119,3144,-0.79517,-25,172.85,539128288.67
07/10/2017,ProShares UltraPro Short QQQ,SQQQ,3144,3208,-1.99501,-64,172.85,543449611.92
07/07/2017,ProShares UltraPro Short QQQ,SQQQ,3208,3312,-3.14010,-104,169.35,543284199.44
07/06/2017,ProShares UltraPro Short QQQ,SQQQ,3312,3224,2.72953,88,169.35,560896904.16
07/05/2017,ProShares UltraPro Short QQQ,SQQQ,3224,3318,-2.83303,-94,167.85,541157846.32
07/03/2017,ProShares UltraPro Short QQQ,SQQQ,3318,3232,2.66089,86,167.85,556936021.74
06/30/2017,ProShares UltraPro Short QQQ,SQQQ,3232,3222,0.31037,10,167.85,542500669.76
06/29/2017,ProShares UltraPro Short QQQ,SQQQ,3222,3062,5.22534,160,167.85,540822140.46
06/28/2017,ProShares UltraPro Short QQQ,SQQQ,3062,3199,-4.28259,-137,167.85,513965671.66
06/27/2017,ProShares UltraPro Short QQQ,SQQQ,3199,3032,5.50792,167,168.35,538561023.07
06/26/2017,ProShares UltraPro Short QQQ,SQQQ,3032,2992,1.33690,40,162.85,493770083.76
06/23/2017,ProShares UltraPro Short QQQ,SQQQ,2992,3029,-1.22153,-37,162.85,487255966.56
06/22/2017,ProShares UltraPro Short QQQ,SQQQ,3029,3024,0.16534,5,162.85,493281524.97
06/21/2017,ProShares UltraPro Short QQQ,SQQQ,3024,3115,-2.92135,-91,161.85,489443260.32
06/20/2017,ProShares UltraPro Short QQQ,SQQQ,3115,3042,2.39974,73,161.85,504171876.95
06/19/2017,ProShares UltraPro Short QQQ,SQQQ,3042,3195,-4.78873,-153,156.85,477146613.06
06/16/2017,ProShares UltraPro Short QQQ,SQQQ,3195,3162,1.04364,33,156.85,501145111.35
06/15/2017,ProShares UltraPro Short QQQ,SQQQ,3162,3120,1.34615,42,155.35,491225964.66
06/14/2017,ProShares UltraPro Short QQQ,SQQQ,3120,3080,1.29870,40,154.85,483141141.6
06/13/2017,ProShares UltraPro Short QQQ,SQQQ,3080,3152,-2.28426,-72,154.85,476947024.4
06/12/2017,ProShares UltraPro Short QQQ,SQQQ,3152,3098,1.74306,54,163.85,516464435.36
06/09/2017,ProShares UltraPro Short QQQ,SQQQ,3098,2886,7.34581,212,173.35,537047377.14
06/08/2017,ProShares UltraPro Short QQQ,SQQQ,2886,2897,-0.37970,-11,173.35,500296555.98
06/07/2017,ProShares UltraPro Short QQQ,SQQQ,2897,2929,-1.09252,-32,173.35,502203438.21
06/06/2017,ProShares UltraPro Short QQQ,SQQQ,2929,2897,1.10459,32,170.35,498963731.97
06/05/2017,ProShares UltraPro Short QQQ,SQQQ,2897,2892,0.17289,5,164.85,477578938.21
06/02/2017,ProShares UltraPro Short QQQ,SQQQ,2892,2992,-3.34225,-100,163.35,472416673.56
06/01/2017,ProShares UltraPro Short QQQ,SQQQ,2992,3036,-1.44928,-44,163.35,488751966.56
05/31/2017,ProShares UltraPro Short QQQ,SQQQ,3036,3026,0.33047,10,163.35,495939495.48
05/30/2017,ProShares UltraPro Short QQQ,SQQQ,3026,3036,-0.32938,-10,163.35,494305966.18
05/26/2017,ProShares UltraPro Short QQQ,SQQQ,3036,3053,-0.55683,-17,158.85,482277495.48
05/25/2017,ProShares UltraPro Short QQQ,SQQQ,3053,3131,-2.49122,-78,158.85,484977995.29
05/24/2017,ProShares UltraPro Short QQQ,SQQQ,3131,3175,-1.38583,-44,157.35,492672023.83
05/23/2017,ProShares UltraPro Short QQQ,SQQQ,3175,3182,-0.21999,-7,155.35,493245552.75
05/22/2017,ProShares UltraPro Short QQQ,SQQQ,3182,3265,-2.54211,-83,155.35,494333023.26
05/19/2017,ProShares UltraPro Short QQQ,SQQQ,3265,3309,-1.32971,-44,154.85,505594816.45
05/18/2017,ProShares UltraPro Short QQQ,SQQQ,3309,3392,-2.44693,-83,154.85,512408345.37
05/17/2017,ProShares UltraPro Short QQQ,SQQQ,3392,3155,7.51189,237,159.85,542221138.56
05/16/2017,ProShares UltraPro Short QQQ,SQQQ,3155,3194,-1.22104,-39,159.85,504335994.15
05/15/2017,ProShares UltraPro Short QQQ,SQQQ,3194,3225,-0.96124,-31,159.85,510570258.42
05/12/2017,ProShares UltraPro Short QQQ,SQQQ,3225,3246,-0.64695,-21,158.85,512300699.25
05/11/2017,ProShares UltraPro Short QQQ,SQQQ,3246,3238,0.24707,8,158.85,515636610.78
05/10/2017,ProShares UltraPro Short QQQ,SQQQ,3238,3243,-0.15418,-5,158.85,514365787.34
05/09/2017,ProShares UltraPro Short QQQ,SQQQ,3243,3277,-1.03753,-34,158.85,515160051.99
05/08/2017,ProShares UltraPro Short QQQ,SQQQ,3277,3300,-0.69697,-23,158.85,520561051.61
05/05/2017,ProShares UltraPro Short QQQ,SQQQ,3300,3335,-1.04948,-35,158.85,524214669
05/04/2017,ProShares UltraPro Short QQQ,SQQQ,3335,3337,-0.05993,-2,158.85,529774521.55
05/03/2017,ProShares UltraPro Short QQQ,SQQQ,3337,3305,0.96823,32,158.85,530092227.41
05/02/2017,ProShares UltraPro Short QQQ,SQQQ,3305,3330,-0.75075,-25,158.85,525008933.65
05/01/2017,ProShares UltraPro Short QQQ,SQQQ,3330,3415,-2.48902,-85,157.35,523985256.9
04/28/2017,ProShares UltraPro Short QQQ,SQQQ,3415,3437,-0.64009,-22,151.85,518577755.95
04/27/2017,ProShares UltraPro Short QQQ,SQQQ,3437,3494,-1.63137,-57,151.85,521918520.41
04/26/2017,ProShares UltraPro Short QQQ,SQQQ,3494,3480,0.40230,14,151.85,530574137.42
04/25/2017,ProShares UltraPro Short QQQ,SQQQ,3480,3558,-2.19224,-78,151.85,528448196.4
04/24/2017,ProShares UltraPro Short QQQ,SQQQ,3558,3692,-3.62947,-134,147.85,526060724.94
04/21/2017,ProShares UltraPro Short QQQ,SQQQ,3692,3689,0.08132,3,147.85,545873017.56
04/20/2017,ProShares UltraPro Short QQQ,SQQQ,3689,3780,-2.40741,-91,147.85,545429458.77
04/19/2017,ProShares UltraPro Short QQQ,SQQQ,3780,3796,-0.42150,-16,147.85,558884075.4
04/18/2017,ProShares UltraPro Short QQQ,SQQQ,3796,3780,0.42328,16,147.85,561249722.28
04/17/2017,ProShares UltraPro Short QQQ,SQQQ,3780,3879,-2.55220,-99,147.85,558884075.4
04/13/2017,ProShares UltraPro Short QQQ,SQQQ,3879,3828,1.33229,51,151.85,589037515.47
04/12/2017,ProShares UltraPro Short QQQ,SQQQ,3828,3783,1.18953,45,151.85,581293016.04
04/11/2017,ProShares UltraPro Short QQQ,SQQQ,3783,3734,1.31227,49,150.35,568785134.19
04/10/2017,ProShares UltraPro Short QQQ,SQQQ,3734,3740,-0.16043,-6,150.35,561417840.62
04/07/2017,ProShares UltraPro Short QQQ,SQQQ,3740,3735,0.13387,5,151.85,567929958.2
04/06/2017,ProShares UltraPro Short QQQ,SQQQ,3735,3740,-0.13369,-5,151.85,567170693.55
04/05/2017,ProShares UltraPro Short QQQ,SQQQ,3740,3694,1.24526,46,151.85,567929958.2
04/04/2017,ProShares UltraPro Short QQQ,SQQQ,3694,3713,-0.51172,-19,148.85,549862723.42
04/03/2017,ProShares UltraPro Short QQQ,SQQQ,3713,3706,0.18888,7,148.85,552690929.09
03/31/2017,ProShares UltraPro Short QQQ,SQQQ,3706,3699,0.18924,7,143.35,531265958.58
03/30/2017,ProShares UltraPro Short QQQ,SQQQ,3699,3718,-0.51103,-19,143.35,530262488.07
03/29/2017,ProShares UltraPro Short QQQ,SQQQ,3718,3766,-1.27456,-48,143.35,532986193.74
03/28/2017,ProShares UltraPro Short QQQ,SQQQ,3766,3837,-1.85040,-71,143.35,539867134.38
03/27/2017,ProShares UltraPro Short QQQ,SQQQ,3837,3858,-0.54432,-21,143.35,550045192.41
03/24/2017,ProShares UltraPro Short QQQ,SQQQ,3858,3877,-0.49007,-19,143.35,553055603.94
03/23/2017,ProShares UltraPro Short QQQ,SQQQ,3877,3850,0.70130,27,143.35,555779309.61
03/22/2017,ProShares UltraPro Short QQQ,SQQQ,3850,3927,-1.96078,-77,143.35,551908780.5
03/21/2017,ProShares UltraPro Short QQQ,SQQQ,3927,3758,4.49707,169,142.35,559019956.11
03/20/2017,ProShares UltraPro Short QQQ,SQQQ,3758,3768,-0.26539,-10,143.35,538720310.94
03/17/2017,ProShares UltraPro Short QQQ,SQQQ,3768,3761,0.18612,7,143.35,540153840.24
03/16/2017,ProShares UltraPro Short QQQ,SQQQ,3761,3753,0.21316,8,143.35,539150369.73
03/15/2017,ProShares UltraPro Short QQQ,SQQQ,3753,3824,-1.85669,-71,143.35,538003546.29
03/14/2017,ProShares UltraPro Short QQQ,SQQQ,3824,3799,0.65807,25,143.35,548181604.32
03/13/2017,ProShares UltraPro Short QQQ,SQQQ,3799,3818,-0.49764,-19,143.85,546497281.07
03/10/2017,ProShares UltraPro Short QQQ,SQQQ,3818,3865,-1.21604,-47,143.85,549230486.74
03/09/2017,ProShares UltraPro Short QQQ,SQQQ,3865,3874,-0.23232,-9,143.85,555991574.45
03/08/2017,ProShares UltraPro Short QQQ,SQQQ,3874,3892,-0.46249,-18,143.85,557286250.82
03/07/2017,ProShares UltraPro Short QQQ,SQQQ,3892,3873,0.49058,19,143.85,559875603.56
03/06/2017,ProShares UltraPro Short QQQ,SQQQ,3873,3845,0.72822,28,143.35,555205897.89
03/03/2017,ProShares UltraPro Short QQQ,SQQQ,3845,3867,-0.56892,-22,139.85,537734515.85
03/02/2017,ProShares UltraPro Short QQQ,SQQQ,3867,3808,1.54937,59,139.85,540811280.31
